movie_id,title,tags
231,Syriana,Drama Thriller George Clooney Matt Damon Jeffrey Wright S t e p h e n   G a g h a n anti terror bomb assassination middle east lebanon cia capitalism globalization loss of son persia war against terror energy policy petrol
300671,13 Hours: The Secret Soldiers of Benghazi,Action Drama History Thriller War James Badge Dale John Krasinski Max Martini M i c h a e l   B a y based on novel assault rifle mercenary libya biography based on true story heroism explosion american abroad death 21st century cia agent u.s. ambassador
228326,The Book of Life,Romance Animation Adventure Comedy Family Fantasy Diego Luna Channing Tatum Zoe Saldana J o r g e   R .   G u t i e r r e z love triangle afterlife day of the dead bullfighting
9754,Firewall,Thriller Harrison Ford Paul Bettany Virginia Madsen R i c h a r d   L o n c r a i n e bank technology blackmail hacker seattle computer hacker firewall
66,Absolute Power,Crime Drama Thriller Clint Eastwood Gene Hackman Ed Harris C l i n t   E a s t w o o d corruption assassination washington d.c. rape white house usa president daughter government suspense secret service secret service agent
4421,G.I. Jane,Action Drama Demi Moore Viggo Mortensen Anne Bancroft R i d l e y   S c o t t poem middle east helicopter satellite navy sexism war army sexual harassment navy seal feminist soldier commando mental health drill instructor military u.s. military army base reconnaissance sexual discrimination
2649,The Game,Drama Thriller Mystery Michael Douglas Sean Penn Deborah Kara Unger D a v i d   F i n c h e r brother brother relationship birthday danger of life birthday party surprising
588,Silent Hill,Horror Mystery Radha Mitchell Sean Bean Laurie Holden C h r i s t o p h e   G a n s monster mother role burning of witches fog suffering darkness sadism supernatural revenge surrealism gore survival good vs evil blood another dimension torture creature violence demon witch burning based on video game dismemberment religious fanatic ghost town sleepwalking
10393,The Replacements,Comedy Keanu Reeves Gene Hackman Brooke Langton H o w a r d   D e u t c h american football strike sport coach misfit american football player
71552,American Reunion,Comedy Jason Biggs Alyson Hannigan Seann William Scott J o n   H u r w i t z   H a y d e n   S c h l o s s b e r g wife husband relationship sequel family reunion masturbation scat high school reunion quitting a job milf duringcreditsstinger
9631,The Negotiator,Action Adventure Crime Drama Mystery Thriller Samuel L. Jackson Kevin Spacey David Morse F .   G a r y   G r a y corruption hostage pension innocence police hostage-taking murder suspense conspiracy bullet wound negotiator
216282,Into the Storm,Action Thriller Richard Armitage Sarah Wayne Callies Matt Walsh S t e v e n   Q u a l e tornado student found footage disaster movie
306,Beverly Hills Cop III,Action Comedy Crime Eddie Murphy Judge Reinhold Héctor Elizondo J o h n   L a n d i s detective undercover security camera carousel  investigation weapon sequel rescue counterfeit shootout dirty cop gunfight los angeles explosion violence foot chase framed car chase secret service amusement park roller coaster beverly hills buddy comedy
928,Gremlins 2: The New Batch,Comedy Horror Fantasy Zach Galligan Phoebe Cates John Glover J o e   D a n t e new york monster skyscraper mutant restaurant human animal relationship mutation tv station dying and death water research station fur bat current electric shock cleverness gremlin cowardliness
205587,The Judge,Drama Robert Duvall Robert Downey Jr. Vera Farmiga D a v i d   D o b k i n father son relationship judge lawyer
6623,The Peacemaker,Action Thriller George Clooney Nicole Kidman Marcel Iureș M i m i   L e d e r helicopter terrorist nuclear missile bridge train crash train woman director
1577,Resident Evil: Apocalypse,Horror Action Science Fiction Milla Jovovich Sienna Guillory Oded Fehr A l e x a n d e r   W i t t martial arts mutant dystopia rescue conspiracy evil corporation zombie based on video game
9801,Bridget Jones: The Edge of Reason,Comedy Romance Renée Zellweger Hugh Grant Colin Firth B e e b a n   K i d r o n london england lovesickness thailand clumsy fellow to drop brick capture woman director
2116,Out of Time,Thriller Crime Drama Denzel Washington Eva Mendes Sanaa Lathan C a r l   F r a n k l i n miami florida double murder divorce
9624,On Deadly Ground,Action Thriller Steven Seagal Michael Caine Joan Chen S t e v e n   S e a g a l fight inuit petrol company alaska enviromental
14199,The Adventures of Sharkboy and Lavagirl,Adventure Family Science Fiction Taylor Lautner Taylor Dooley Cayden Boyd R o b e r t   R o d r i g u e z imaginary friend outcast
1907,The Beach,Drama Adventure Romance Thriller Leonardo DiCaprio Guillaume Canet Tilda Swinton D a n n y   B o y l e hippie exotic island beach map group dynamics shark attack leader thailand community backpacker delusion marijuana youth shark extramarital affair
4599,Raising Helen,Drama Comedy Romance Kate Hudson John Corbett Joan Cusack G a r r y   M a r s h a l l new york pastor world of fasion loss of parents mannequin fashion designer family relationships
22832,Ninja Assassin,Action Crime Thriller Rain Naomie Harris Sung Kang J a m e s   M c T e i g u e assassination assassin ninja fighter revenge ninja ninjutsu
10390,For Love of the Game,Drama Romance Kevin Costner Kelly Preston John C. Reilly S a m   R a i m i baseball trainer career legend training sport
9879,Striptease,Drama Thriller Crime Demi Moore Burt Reynolds Armand Assante A n d r e w   B e r g m a n blackmail strip club striptease police u.s. congress
38579,Marmaduke,Family Comedy Owen Wilson Emma Stone George Lopez T o m   D e y
44603,Hereafter,Drama Fantasy Matt Damon Bryce Dallas Howard George McLaren C l i n t   E a s t w o o d
11892,Murder by Numbers,Crime Drama Thriller Sandra Bullock Ben Chaplin Ryan Gosling B a r b e t   S c h r o e d e r detective secret fbi homicide evidence nerd vice intellectual high school partner murder rich forensic
9691,Assassins,Action Adventure Crime Thriller Sylvester Stallone Antonio Banderas Julianne Moore R i c h a r d   D o n n e r competition assassination cia bank cat mexican standoff seattle hitman mission of murder hidden camera rivalry rescue shootout police chase sniper rifle silencer double cross caribbean detroit michigan
1248,Hannibal Rising,Crime Drama Thriller Gaspard Ulliel Aaran Thomas Gong Li P e t e r   W e b b e r winter psychopath horror serial killer
12220,The Story of Us,Comedy Drama Romance Bruce Willis Michelle Pfeiffer Rob Reiner R o b   R e i n e r love of one's life therapist psychology wedding relationship divorce
1255,The Host,Action Adventure Romance Science Fiction Thriller Song Kang-ho Park Hae-il Bae Doona B o n g   J o o n - h o based on novel mass murder dystopia genocide alien invasion duringcreditsstinger interspecies romance alien parasites
72710,The Host,Action Adventure Romance Science Fiction Thriller Saoirse Ronan Diane Kruger Jake Abel A n d r e w   N i c c o l based on novel mass murder dystopia genocide alien invasion duringcreditsstinger interspecies romance alien parasites
10782,Basic,Action Drama Mystery Thriller Crime John Travolta Connie Nielsen Samuel L. Jackson J o h n   M c T i e r n a n drug addiction military court panama military service court ranger supreme court lager military crime
9573,Blood Work,Crime Drama Mystery Thriller Clint Eastwood Jeff Daniels Anjelica Huston C l i n t   E a s t w o o d houseboat heart investigation police ex-cop suspense heart transplant fbi profiler
4959,The International,Drama Thriller Crime Clive Owen Naomi Watts Armin Mueller-Stahl T o m   T y k w e r duringcreditsstinger
10061,Escape from L.A.,Action Adventure Science Fiction Thriller Kurt Russell Stacy Keach Steve Buscemi J o h n   C a r p e n t e r prison usa president earthquake dystopia attempt to escape los angeles reluctant hero
10386,The Iron Giant,Adventure Animation Family Fantasy Science Fiction Eli Marienthal Jennifer Aniston Vin Diesel B r a d   B i r d cold war friendship giant robot sitting on a toilet fear of unknown 1950s laxative
421,The Life Aquatic with Steve Zissou,Adventure Comedy Drama Bill Murray Anjelica Huston Cate Blanchett W e s   A n d e r s o n ocean film making loss of mother cynic red cap ship
316152,Free State of Jones,War Action Drama History Thriller Matthew McConaughey Gugu Mbatha-Raw Mahershala Ali G a r y   R o s s slavery american civil war
11615,The Life of David Gale,Drama Thriller Crime Kevin Spacey Kate Winslet Laura Linney A l a n   P a r k e r prison journalist texas professor death penalty death row interview murder reporter intern innocent activist
13498,Man of the House,Comedy Action Tommy Lee Jones Cedric the Entertainer Christina Milian S t e p h e n   H e r e k
241554,Run All Night,Action Crime Drama Mystery Thriller Liam Neeson Ed Harris Joel Kinnaman J a u m e   C o l l e t - S e r r a hitman revenge murder on the run mobster
2252,Eastern Promises,Thriller Crime Mystery Naomi Watts Viggo Mortensen Vincent Cassel D a v i d   C r o n e n b e r g london england gay male nudity female nudity father son relationship sex jealousy underworld undercover hitman russian diary human trafficking midwife murder mother daughter relationship orphan gangster motorcycle bathhouse
11968,Into the Blue,Action Thriller Adventure Crime Paul Walker Jessica Alba Scott Caan J o h n   S t o c k w e l l diving cocaine shipwreck sailing airplane wrack
10047,The Messenger: The Story of Joan of Arc,Adventure Drama Action History War Milla Jovovich Dustin Hoffman Faye Dunaway L u c   B e s s o n schizophrenia france rape siege biography orléans charles vii. false history joan of arc religious delusions
38319,Your Highness,Comedy Danny McBride James Franco Natalie Portman D a v i d   G o r d o n   G r e e n kidnapping traitor virgin prince princess revenge minotaur knight dragon wedding king sword and sorcery
69668,Dream House,Drama Thriller Mystery Daniel Craig Naomi Watts Rachel Weisz J i m   S h e r i d a n house fire extension ladder last day on job
9770,Mad City,Action Drama Thriller John Travolta Dustin Hoffman Mia Kirshner C o s t a - G a v r a s journalist museum hostage drama independent film
11212,Baby's Day Out,Action Adventure Comedy Family Joe Mantegna Lara Flynn Boyle Joe Pantoliano P a t r i c k   R e a d   J o h n s o n baby hoodlum lost child
10533,The Scarlet Letter,Drama History Romance Demi Moore Gary Oldman Robert Duvall R o l a n d   J o f f é based on novel burning of witches puritan pregnancy period drama extramarital affair
38363,Fair Game,Drama Thriller Naomi Watts Sean Penn Ty Burrell D o u g   L i m a n cia nuclear scientist iraq politician duringcreditsstinger
9923,Domino,Action Crime Keira Knightley Mickey Rourke Edgar Ramírez T o n y   S c o t t bounty hunter fbi weapon spectacle
11863,Jade,Action Thriller Mystery Romance David Caruso Linda Fiorentino Chazz Palminteri W i l l i a m   F r i e d k i n callgirl san francisco investigation murder
18501,Gamer,Action Thriller Science Fiction Gerard Butler Michael C. Hall Logan Lerman B r i a n   T a y l o r   M a r k   N e v e l d i n e dystopia mind control gun battle wrongful imprisonment dystopic future wrongful conviction online gaming
109491,Beautiful Creatures,Fantasy Drama Romance Alden Ehrenreich Alice Englert Jeremy Irons R i c h a r d   L a G r a v e n e s e civil war southern usa magic light dark class prejudice casters based on young adult novel
9275,Death to Smoochy,Comedy Crime Drama Thriller Robin Williams Catherine Keener Edward Norton D a n n y   D e V i t o corruption moderator tv show success irish mob duringcreditsstinger
329833,Zoolander 2,Comedy Ben Stiller Owen Wilson Will Ferrell B e n   S t i l l e r stupidity sequel fashion male model fashion model modeling
12634,The Big Bounce,Comedy Crime Owen Wilson Morgan Freeman Gary Sinise G e o r g e   A r m i t a g e hotel robbery based on novel judge hawaii blackmail seduction yacht waterfall delinquency safe stolen money deception skinny dipping cell phone double cross beach house elmore leonard scheming yellow bikini
10416,What Planet Are You From?,Comedy Drama Romance Science Fiction Garry Shandling Annette Bening John Goodman M i k e   N i c h o l s noises alien life-form erection neue frau alien reproduction
47327,Drive Angry,Fantasy Thriller Action Crime Nicolas Cage Amber Heard William Fichtner P a t r i c k   L u s s i e r bone car explosion premarital sex satanic cult driver's license finger gun backhand slap car jump man punching a woman magic trick
15268,Street Fighter: The Legend of Chun-Li,Action Adventure Science Fiction Thriller Kristin Kreuk Chris Klein Neal McDonough A n d r z e j   B a r t k o w i a k martial arts revenge street fighter based on video game
10796,The One,Action Science Fiction Thriller Jet Li Jason Statham Carla Gugino J a m e s   W o n g dual identity
9548,The Adventures of Ford Fairlane,Action Comedy Thriller Crime Mystery Andrew Dice Clay Wayne Newton Priscilla Presley R e n n y   H a r l i n rock and roll show business rock star heavy metal murder private detective
18947,The Boat That Rocked,Drama Comedy Tom Sturridge Philip Seymour Hoffman Rhys Ifans R i c h a r d   C u r t i s great britain musical rock pirate radio swinging 60s
1900,Traffic,Thriller Drama Crime Michael Douglas Benicio del Toro Jacob Vargas S t e v e n   S o d e r b e r g h usa war on drugs drug traffic drug dealer drug smuggle addicted police operation united states–mexico barrier addiction drug lord
89,Indiana Jones and the Last Crusade,Adventure Action Harrison Ford Sean Connery Denholm Elliott S t e v e n   S p i e l b e r g saving the world venice holy grail library riddle father son relationship whip treasure nazis entrapment crusader treasure hunt escape panzer order of the templars archaeologist indiana jones archeology 
96724,Anna Karenina,Drama Romance Keira Knightley Jude Law Aaron Taylor-Johnson J o e   W r i g h t based on novel st. petersburg russia high society imperial russia tragic death 19th century
198184,Chappie,Crime Action Science Fiction Sharlto Copley Dev Patel Ninja N e i l l   B l o m k a m p artificial intelligence android robot near future robot cop
9481,The Bone Collector,Drama Mystery Thriller Crime Denzel Washington Angelina Jolie Queen Latifah P h i l l i p   N o y c e paraplegic investigation psychopath
4547,Panic Room,Crime Drama Thriller Jodie Foster Kristen Stewart Forest Whitaker D a v i d   F i n c h e r burglar bunker housebreaking safe money
53953,The Tooth Fairy,Horror Lochlyn Munro Chandra West Steve Bacic C h u c k   B o w m a n gore slasher single mother tooth fairy woodchipper
6415,Three Kings,Action Adventure Comedy George Clooney Mark Wahlberg Ice Cube D a v i d   O .   R u s s e l l gold gulf war three kings iraq kuwait rescue interracial relationship treasure map soldier u.s. soldier gold theft persian gulf emergency surgery mine field
181283,Child 44,Crime Thriller Tom Hardy Gary Oldman Noomi Rapace D a n i e l   E s p i n o s a based on novel soviet union russian murder serial killer military child murder stalinism 1950s
9896,Rat Race,Adventure Comedy Cuba Gooding Jr. Seth Green Whoopi Goldberg J e r r y   Z u c k e r casino running preisgeld millionaire road movie
167,K-PAX,Drama Science Fiction Jeff Bridges Kevin Spacey Mary McCormack I a i n   S o f t l e y robbery dream hypnosis investigation murder alien hospital planet patient medication psychiatrist science claim doubt mental help
11232,Kate & Leopold,Comedy Fantasy Romance Science Fiction Meg Ryan Hugh Jackman Liev Schreiber J a m e s   M a n g o l d lover (female) love of one's life time travel kiss past secret love fish out of water
1636,Bedazzled,Fantasy Comedy Romance Elizabeth Hurley Brendan Fraser Frances O'Connor H a r o l d   R a m i s love of one's life mephisto wish sale of soul pact with the devil teuflisch
2148,The Cotton Club,Music Drama Crime Romance Richard Gere Gregory Hines Diane Lane F r a n c i s   F o r d   C o p p o l a jazz jazz musician musical mafia
5176,3:10 to Yuma,Western Russell Crowe Christian Bale Logan Lerman J a m e s   M a n g o l d saloon hero liberation of prisoners transport of prisoners wilderness dying and death race against time railway car stetson rivalry gang gunfight crime family psychological dishonesty heroic mission righting the wronged chases and races parents and children mind and soul
260346,Taken 3,Thriller Action Liam Neeson Forest Whitaker Maggie Grace O l i v i e r   M e g a t o n revenge murder on the run fugitive framed father daughter relationship framed for murder
1389,Out of Sight,Romance Comedy Crime George Clooney Jennifer Lopez Ving Rhames S t e v e n   S o d e r b e r g h journalist bedroom purse trunk elmore leonard
9894,The Cable Guy,Comedy Drama Thriller Jim Carrey Matthew Broderick Leslie Mann B e n   S t i l l e r prison prostitute karaoke dark comedy cable guy
7504,Earth,Drama Aamir Khan Nandita Das Maia Sethna D e e p a   M e h t a based on novel war of independence period drama woman director partition 1940s lahore
8592,Dick Tracy,Adventure Action Comedy Thriller Crime Warren Beatty Al Pacino Madonna W a r r e n   B e a t t y corruption crime fighter gangster boss investigation based on comic strip policeman
913,The Thomas Crown Affair,Drama Crime Romance Pierce Brosnan Rene Russo Denis Leary J o h n   M c T i e r n a n martinique claude monet famous painting glider insurance agent missing painting stolen painting valuable painting rich people
11091,Riding in Cars with Boys,Comedy Drama Romance Drew Barrymore Steve Zahn Adam Garcia P e n n y   M a r s h a l l baby becoming an adult puberty dream drug addiction wife unwillingly pregnant writer youth marriage problems woman director
1368,First Blood,Action Adventure Thriller War Sylvester Stallone Richard Crenna Brian Dennehy T e d   K o t c h e f f prison vietnam veteran falsely accused police brutality sheriff guerrilla submachine gun gun destroy self-defense vietnam vietnam war prosecution dying and death village and town police operation attempt to escape matter of life and death survivor tramp national guard weapon firearm police escape
593,Solaris,Drama Science Fiction Adventure Mystery Donatas Banionis Natalya Bondarchuk Jüri Järvet A n d r e i   T a r k o v s k y 1970s loss of sense of reality extraterrestrial technology subconsciousness russian hallucination space travel astronaut soviet
5393,Happily N'Ever After,Animation Comedy Family Fantasy Science Fiction George Carlin Andy Dick Sarah Michelle Gellar Y v e t t e   K a p l a n   P a u l   B o l g e r   G r e g   T i e r n a n dwarves cinderella wolf bad mother-in-law prince fairy tale little red riding hood step mother wizardry princess sleeping beauty rumpelstilzchen good and bad intern woman director
9095,Mary Reilly,Drama Horror Thriller Romance Julia Roberts John Malkovich George Cole S t e p h e n   F r e a r s servant monster laboratory jekyll and hyde housemaid 19th century
8874,My Best Friend's Wedding,Comedy Romance Julia Roberts Dermot Mulroney Cameron Diaz P . J .   H o g a n karaoke marriage proposal new love love of one's life kiss man-woman relation secret love wedding
11467,America's Sweethearts,Comedy Romance Julia Roberts Billy Crystal Catherine Zeta-Jones J o e   R o t h film business film producer wife husband relationship fictitious marriage married couple marriage crisis
320,Insomnia,Crime Mystery Thriller Al Pacino Robin Williams Hilary Swank C h r i s t o p h e r   N o l a n detective confession fbi homicide blackmail suspect love murder los angeles teenager neo-noir
199,Star Trek: First Contact,Science Fiction Action Adventure Thriller Patrick Stewart Jonathan Frakes Brent Spiner J o n a t h a n   F r a k e s federation starfleet borg enterprise-e cyborg montana resistance inventor repayment obsession business start-up space opera
20533,Jonah Hex,Action Western Drama Fantasy Thriller Josh Brolin John Malkovich Megan Fox J i m m y   H a y w a r d gunslinger usa dc comics hell facial scar death confederate tomahawk
10684,Courage Under Fire,Drama Thriller Mystery War Denzel Washington Meg Ryan Lou Diamond Phillips E d w a r d   Z w i c k gulf war pilot u.s. army praise rescue mission dead soldier tank medal
1624,Liar Liar,Comedy Jim Carrey Maura Tierney Cary Elwes T o m   S h a d y a c california workaholic birthday lie pregnancy and birth wish 1990s
325789,The Infiltrator,Crime Drama Thriller Bryan Cranston Diane Kruger John Leguizamo B r a d   F u r m a n undercover biography drug drug lord
113464,Inchon,Drama History War Laurence Olivier Jacqueline Bisset Ben Gazzara T e r e n c e   Y o u n g
888,The Flintstones,Fantasy Comedy Family John Goodman Elizabeth Perkins Rick Moranis B r i a n   L e v a n t manager jealousy bad mother-in-law adoption family's daily life stone age plan friendship best friend dinosaur
82675,Taken 2,Action Crime Thriller Liam Neeson Maggie Grace Famke Janssen O l i v i e r   M e g a t o n kidnapping turkey police chase bag over head violence fbi agent teenage daughter stealing a car ex-husband ex-wife relationship albanian u.s. embassy killed in an elevator security guard killed
4256,Scary Movie 3,Comedy Pamela Anderson Jenny McCarthy Marny Eng D a v i d   Z u c k e r horror spoof
1493,Miss Congeniality,Comedy Crime Action Sandra Bullock Benjamin Bratt Michael Caine D o n a l d   P e t r i e undercover agent beauty contest terrorism
88751,Journey to the Center of the Earth,Action Science Fiction Adventure Comedy Family Brendan Fraser Josh Hutcherson Anita Briem E r i c   B r e v i g volcano prehistoric dinosaur prehistoric creature 3d
11130,The Princess Diaries 2: Royal Engagement,Comedy Drama Family Romance Anne Hathaway Julie Andrews Héctor Elizondo G a r r y   M a r s h a l l coronation duty marriage falling in love
9944,The Pelican Brief,Drama Mystery Thriller Crime Julia Roberts Denzel Washington Sam Shepard A l a n   J .   P a k u l a judge professor mission of murder supreme court
10731,The Client,Drama Thriller Crime Mystery Susan Sarandon Tommy Lee Jones Mary-Louise Parker J o e l   S c h u m a c h e r suicide brother brother relationship witness protection principal witness  brother investigation search for witnesses lawyer gangster
7350,The Bucket List,Drama Comedy Jack Nicholson Morgan Freeman Sean Hayes R o b   R e i n e r africa himalaya brain tumor wife husband relationship sense of life male friendship safari dying and death wish journey round the world terminal illness billionaire father daughter relationship estranged father elderly bucket list taj mahal
9869,Patriot Games,Drama Action Thriller Crime Harrison Ford Anne Archer Patrick Bergin P h i l l i p   N o y c e assassination assassin repayment ira jack ryan
4379,Monster-in-Law,Romance Comedy Jennifer Lopez Jane Fonda Michael Vartan R o b e r t   L u k e t i c bad mother-in-law surgeon dogsitter falling in love
146233,Prisoners,Drama Thriller Crime Hugh Jackman Jake Gyllenhaal Paul Dano D e n i s   V i l l e n e u v e pennsylvania kidnapping maze vigilante rural setting candlelight vigil
2034,Training Day,Action Crime Drama Thriller Denzel Washington Ethan Hawke Scott Glenn A n t o i n e   F u q u a police brutality war on drugs drug traffic drug dealer los angeles gang member mexican american barrio cholo
926,Galaxy Quest,Comedy Family Science Fiction Tim Allen Sigourney Weaver Alan Rickman D e a n   P a r i s o t space battle spaceship spoof fictional tv show
4248,Scary Movie 2,Comedy Anna Faris Marlon Wayans James DeBello K e e n e n   I v o r y   W a y a n s sex exorcism secret door
64328,The Muppets,Comedy Family Music Amy Adams Jason Segel Emily Blunt J a m e s   B o b i n musical the muppets robot oil tycoon studio tour duringcreditsstinger
36647,Blade,Horror Action Wesley Snipes Stephen Dorff Kris Kristofferson S t e p h e n   N o r r i n g t o n suicide hero vampire bite fistfight supernatural vampire hunter superhero rivalry tragic hero good vs evil one man army extreme violence martial arts master scientist violence disarming someone blade machine gun english subtitles in original hypodermic needle microscope secret headquarters bullet dodging bullet time kicked in the groin x rayed skeleton mouth guard escapade imaginary deadly master warrior supernatural ability fang vamp
7214,Coach Carter,Drama Samuel L. Jackson Rob Brown Robert Ri'chard T h o m a s   C a r t e r black people autoritian education sport high school scholarship basketball violence in schools teacher teachers and students
1537,Changing Lanes,Action Adventure Crime Thriller Ben Affleck Samuel L. Jackson Kim Staunton R o g e r   M i c h e l l new york custody battle suspense lawyer
9360,Anaconda,Adventure Horror Thriller Jennifer Lopez Ice Cube Jon Voight L u i s   L l o s a amazon jungle anaconda film crew killer snake river boat amazon river animal horror
6282,Coyote Ugly,Comedy Piper Perabo Adam Garcia John Goodman D a v i d   M c N a l l y bar musical beautiful woman
508,Love Actually,Comedy Romance Drama Keira Knightley Heike Makatsch Emma Thompson R i c h a r d   C u r t i s london england male nudity female nudity love at first sight usa president marseille office christmas party marriage proposal bars and restaurants press conference language barrier prime minister rock star tv show metal detector war on terror school performance multiple storylines
9487,A Bug's Life,Adventure Animation Comedy Family Kevin Spacey Julia Louis-Dreyfus Hayden Panettiere A n d r e w   S t a n t o n   J o h n   L a s s e t e r winter fight ant invention collector ant-hill kids and family grass duringcreditsstinger
768,From Hell,Horror Mystery Thriller Johnny Depp Heather Graham Ian Holm A l b e r t   H u g h e s   A l l e n   H u g h e s loss of family drug addiction jack the ripper
2636,The Specialist,Action Thriller Sylvester Stallone Sharon Stone James Woods L u i s   L l o s a explosive revenge explosives expert
10478,Tin Cup,Comedy Drama Romance Kevin Costner Don Johnson Cheech Marin R o n   S h e l t o n lover (female) golf man-woman relation sport woman between two men
27983,"Yours, Mine and Ours",Comedy Drama Family Lucille Ball Henry Fonda Van Johnson M e l v i l l e   S h a v e l s o n nurse widow children parent sibling
9981,Kicking & Screaming,Romance Comedy Family Will Ferrell Robert Duvall Kate Walsh J e s s e   D y l a n father son relationship generations confilct sport amateur soccer soccer coach
7453,The Hitchhiker's Guide to the Galaxy,Adventure Comedy Family Science Fiction Martin Freeman Zooey Deschanel Sam Rockwell G a r t h   J e n n i n g s bureaucracy england dolphin android based on novel chase space travel galaxy spaceship alien stop motion survival hitchhiker robot alien invasion everyman hyperspace meaning of life based on radio show alien attack bathrobe destruction of earth intergalactic travel islington england talking robot
15045,Fat Albert,Comedy Drama Family Kenan Thompson Shedrack Anderson III Jermaine Williams J o e l   Z w i c k
7737,Resident Evil: Extinction,Horror Action Science Fiction Milla Jovovich Oded Fehr Ali Larter R u s s e l l   M u l c a h y clone mutant post-apocalyptic dystopia conspiracy evil corporation zombie based on video game
232672,Blended,Comedy Drew Barrymore Adam Sandler Wendi McLendon-Covey F r a n k   C o r a c i africa blind date relationship family vacation family
17379,Last Holiday,Adventure Comedy Drama Queen Latifah LL Cool J Timothy Hutton W a y n e   W a n g
8987,The River Wild,Action Adventure Crime Thriller Meryl Streep David Strathairn Kevin Bacon C u r t i s   H a n s o n river robber boston bank robber marriage crisis hostage-taking rafting criminal white water rafting
11359,The Indian in the Cupboard,Adventure Family Fantasy Hal Scardino Litefoot Lindsay Crouse F r a n k   O z cupboard games puppet parallel world toy comes to life
82525,Savages,Crime Drama Thriller Blake Lively Taylor Kitsch Aaron Taylor-Johnson O l i v e r   S t o n e widow american abroad eye gouging dea agent shot in the shoulder gun in mouth filmed killing southern california improvised explosive device surrogate daughter shot in the throat laguna beach california enforcer gardner skull mask dea
9759,Cellular,Action Adventure Crime Thriller Chris Evans Kim Basinger Jason Statham D a v i d   R .   E l l i s bank mobile phone telephone weapon police duringcreditsstinger
9486,Johnny English,Adventure Action Comedy Rowan Atkinson John Malkovich Natalie Imbruglia P e t e r   H o w i t t spy hero queen intelligence coronation funeral secret agent queen elisabeth ii weapon spoof explosion agent pen duringcreditsstinger
9906,The Ant Bully,Fantasy Adventure Animation Comedy Family Julia Roberts Meryl Streep Nicolas Cage J o h n   A .   D a v i s ant child hero shrinking ant-hill children
841,Dune,Action Science Fiction Adventure Kyle MacLachlan Francesca Annis Leonardo Cimino D a v i d   L y n c h prophecy witch monster telepathy atomic bomb space marine emperor mutation insurgence space travel guild duke water chosen one dystopia jihad spice war messiah denunciation
4688,Across the Universe,Adventure Drama Music Romance Evan Rachel Wood Jim Sturgess Joe Anderson J u l i e   T a y m o r riot protest musical music cultural difference university fantasy sequence anti war police arrest march woman director 1960s
4148,Revolutionary Road,Drama Romance Leonardo DiCaprio Kate Winslet Michael Shannon S a m   M e n d e s adultery jealousy infidelity career marriage crisis connecticut
2207,16 Blocks,Action Adventure Crime Thriller Bruce Willis Yasiin Bey David Morse R i c h a r d   D o n n e r mission of murder male bonding doing the right thing people change
9381,Babylon A.D.,Action Adventure Science Fiction Thriller Vin Diesel Michelle Yeoh Mélanie Thierry M a t h i e u   K a s s o v i t z submarine baby secret future mercenary prosecution protection dystopia moral conflict smuggling vision pregnant cyberpunk sect
9625,The Glimmer Man,Action Adventure Crime Drama Thriller Steven Seagal Keenen Ivory Wayans Bob Gunton J o h n   G r a y secret agent past cop series of murders homicide detective
9304,Multiplicity,Comedy Fantasy Science Fiction Michael Keaton Andie MacDowell Harris Yulin H a r o l d   R a m i s clone mistake in person cloning experiment gone wrong construction
20856,Aliens in the Attic,Adventure Comedy Family Fantasy Science Fiction Carter Jenkins Austin Butler Kevin Nealon J o h n   S c h u l t z alien comedy duringcreditsstinger beforecreditsstinger live action and animation
5955,The Pledge,Crime Drama Mystery Thriller Jack Nicholson Aaron Eckhart Helen Mirren S e a n   P e n n promise murder drawing porcupine pledge retirement party criminal profile
9899,The Producers,Comedy Music Matthew Broderick Uma Thurman Will Ferrell S u s a n   S t r o m a n cheating adolf hitler success music blonde funny nazi producer broadway musical aftercreditsstinger woman director
9826,The Phantom,Adventure Action Billy Zane Kristy Swanson Treat Williams S i m o n   W i n c e r secret identity gold gangster boss phantom silver power battle for power jade based on comic book jungle masked hero crystal skull
21355,All the Pretty Horses,Drama Romance Western Matt Damon Henry Thomas Penélope Cruz B i l l y   B o b   T h o r n t o n dancing chess prisoner coffin wrong accusal ranch airplane beating jail rifle corpse lasso cautery
10858,Nixon,History Drama Anthony Hopkins Joan Allen Powers Boothe O l i v e r   S t o n e usa president presidential election watergate scandal biography government historical figure
11439,The Ghost Writer,Thriller Mystery Ewan McGregor Pierce Brosnan Jon Bernthal R o m a n   P o l a n s k i london england cia war crimes tony blair author
9457,Deep Rising,Adventure Action Horror Science Fiction Treat Williams Famke Janssen Anthony Heald S t e p h e n   S o m m e r s ocean liner sea monster jewel heist armed robbery
12412,Miracle at St. Anna,Drama War Derek Luke Michael Ealy Laz Alonso S p i k e   L e e black people world war ii toscana village soldier partisan
1494,Curse of the Golden Flower,Action Drama Fantasy Chow Yun-fat Gong Li Jay Chou Z h a n g   Y i m o u poison china martial arts swordplay fight toxication secret society passion planned murder power palace plan battle for power tang dynasty pomp conspiracy of murder heir to the throne marriage crisis secret love
13184,Bangkok Dangerous,Action Crime Thriller Nicolas Cage Shahkrit Yamnarm Charlie Yeung D a n n y   P a n g   O x i d e   P a n g   C h u n assassin asia gun deaf-mute hitman bangkok thailand strip club apprentice video surveillance remake murder betrayal mafia shootout boat chase explosion foot chase killer gunshot flashback motorcycle chase crisis of conscience
